Timestamp,Year,Month,Day,Hour Ending,Maximum energy deliverable before curtailment (MWh),Energy actually delivered (MWh),Curtailment (MWh),Price ($/MWh) at the nodal level in the Real Time market
1/3/2023 15:00,2023,1,3,15,0,0,0,45.67
1/3/2023 16:00,2023,1,3,16,0,0,0,40.44
1/3/2023 17:00,2023,1,3,17,0,0,0,41.65
1/3/2023 18:00,2023,1,3,18,0,0,0,32.21
1/3/2023 19:00,2023,1,3,19,0,0,0,40.03
1/3/2023 20:00,2023,1,3,20,0,0,0,30.68
1/3/2023 21:00,2023,1,3,21,0,0,0,37.79
1/3/2023 22:00,2023,1,3,22,0,0,0,42.97
1/3/2023 23:00,2023,1,3,23,0,0,0,64.44
1/4/2023 0:00,2023,1,3,24,0,0,0,35.86
1/4/2023 1:00,2023,1,4,1,2,0,2,27.58
1/4/2023 2:00,2023,1,4,2,2,0,2,27.55
1/4/2023 3:00,2023,1,4,3,2,0,2,22.36
1/4/2023 4:00,2023,1,4,4,2,0,2,22.43
1/4/2023 5:00,2023,1,4,5,5,3,2,21.7
1/4/2023 6:00,2023,1,4,6,4,2,2,21.79
1/4/2023 7:00,2023,1,4,7,7.6,5.6,2,20.52
1/4/2023 8:00,2023,1,4,8,22,20,2,20.42
1/4/2023 9:00,2023,1,4,9,14.7,12.7,2,19.75
1/4/2023 10:00,2023,1,4,10,35.8,33.8,2,20.67
1/4/2023 11:00,2023,1,4,11,39.5,37.5,2,26.82
1/4/2023 12:00,2023,1,4,12,56.2,56.2,0,116.25
1/4/2023 13:00,2023,1,4,13,66.5,66.5,0,39.53
1/4/2023 14:00,2023,1,4,14,78,78,0,35.43
1/4/2023 15:00,2023,1,4,15,63.7,63.7,0,41.76
1/4/2023 16:00,2023,1,4,16,73.7,73.7,0,46.79
1/4/2023 17:00,2023,1,4,17,60.7,60.7,0,28.18
1/4/2023 18:00,2023,1,4,18,85.9,85.9,0,40.33
1/4/2023 19:00,2023,1,4,19,84.3,84.3,0,28.46
1/4/2023 20:00,2023,1,4,20,83.6,83.6,0,37.31
1/4/2023 21:00,2023,1,4,21,104.5,104.5,0,29.84
1/4/2023 22:00,2023,1,4,22,98.4,98.4,0,37.38
1/4/2023 23:00,2023,1,4,23,40.9,40.9,0,92.11
1/5/2023 0:00,2023,1,4,24,54.7,54.7,0,69.9
1/5/2023 1:00,2023,1,5,1,105.8,105.8,0,56.11
1/5/2023 2:00,2023,1,5,2,83.8,83.8,0,51.98
1/5/2023 3:00,2023,1,5,3,87.6,87.6,0,29.52
1/5/2023 4:00,2023,1,5,4,59.6,59.6,0,28.41
1/5/2023 5:00,2023,1,5,5,54.1,52.1,2,22.54
1/5/2023 6:00,2023,1,5,6,40.2,38.2,2,23.96
1/5/2023 7:00,2023,1,5,7,44.8,42.8,2,25.74
1/5/2023 8:00,2023,1,5,8,46.8,44.8,2,23.58
1/5/2023 9:00,2023,1,5,9,36.5,34.5,2,21.7
1/5/2023 10:00,2023,1,5,10,21.8,19.8,2,24.31
1/5/2023 11:00,2023,1,5,11,16.6,16.6,0,31.84
1/5/2023 12:00,2023,1,5,12,6.4,6.4,0,31.63
1/5/2023 13:00,2023,1,5,13,4.4,4.4,0,34.8
1/5/2023 14:00,2023,1,5,14,4.2,4.2,0,42.7
1/5/2023 15:00,2023,1,5,15,1.5,1.5,0,32.55
1/5/2023 16:00,2023,1,5,16,0,0,0,33.01
1/5/2023 17:00,2023,1,5,17,0.7,0.7,0,33.71
1/5/2023 18:00,2023,1,5,18,0,0,0,37.42
1/5/2023 19:00,2023,1,5,19,0,0,0,50.07
1/5/2023 20:00,2023,1,5,20,2.8,2.8,0,34.04
1/5/2023 21:00,2023,1,5,21,3.4,3.4,0,29.55
1/5/2023 22:00,2023,1,5,22,8,8,0,36.49
1/5/2023 23:00,2023,1,5,23,8.7,8.7,0,46.41
1/6/2023 0:00,2023,1,5,24,18.8,18.8,0,37.09
1/6/2023 1:00,2023,1,6,1,25.2,25.2,0,33.03
1/6/2023 2:00,2023,1,6,2,57.1,57.1,0,34.56
1/6/2023 3:00,2023,1,6,3,64,64,0,35.19
1/6/2023 4:00,2023,1,6,4,57.7,57.7,0,36.41
1/6/2023 5:00,2023,1,6,5,37.8,37.8,0,34.65
1/6/2023 6:00,2023,1,6,6,18.9,18.9,0,28.2
1/6/2023 7:00,2023,1,6,7,4.2,4.2,0,33.91
1/6/2023 8:00,2023,1,6,8,5.2,5.2,0,30.94
1/6/2023 9:00,2023,1,6,9,7.6,7.6,0,32.7
1/6/2023 10:00,2023,1,6,10,5.3,3.3,2,27.09
1/6/2023 11:00,2023,1,6,11,2,0,2,27.33
1/6/2023 12:00,2023,1,6,12,0,0,0,45
1/6/2023 13:00,2023,1,6,13,0,0,0,48.26
1/6/2023 14:00,2023,1,6,14,0,0,0,67.72
1/6/2023 15:00,2023,1,6,15,0,0,0,50.3
1/6/2023 16:00,2023,1,6,16,0,0,0,65.93
1/6/2023 17:00,2023,1,6,17,2.3,2.3,0,53.42
1/6/2023 18:00,2023,1,6,18,3.4,3.4,0,43.16
1/6/2023 19:00,2023,1,6,19,6.7,6.7,0,48.33
1/6/2023 20:00,2023,1,6,20,5.5,5.5,0,46.33
1/6/2023 21:00,2023,1,6,21,8.8,8.8,0,37.99
1/6/2023 22:00,2023,1,6,22,10.4,10.4,0,38.09
1/6/2023 23:00,2023,1,6,23,3,3,0,55.79
1/7/2023 0:00,2023,1,6,24,0,0,0,39.09
1/7/2023 1:00,2023,1,7,1,0.2,0.2,0,56.87
1/7/2023 2:00,2023,1,7,2,0,0,0,64.45
1/7/2023 3:00,2023,1,7,3,0.8,0.8,0,80.98
1/7/2023 4:00,2023,1,7,4,5.1,5.1,0,41.62
1/7/2023 5:00,2023,1,7,5,0,0,0,36.62
1/7/2023 6:00,2023,1,7,6,5.4,5.4,0,36.17
1/7/2023 7:00,2023,1,7,7,2.2,2.2,0,32.48
1/7/2023 8:00,2023,1,7,8,3.5,3.5,0,34.98
1/7/2023 9:00,2023,1,7,9,14.9,14.9,0,32.8
1/7/2023 10:00,2023,1,7,10,12.7,12.7,0,32.75
1/7/2023 11:00,2023,1,7,11,5.9,5.9,0,33.82
1/7/2023 12:00,2023,1,7,12,3.5,3.5,0,35.44
1/7/2023 13:00,2023,1,7,13,9.5,9.5,0,32.85
1/7/2023 14:00,2023,1,7,14,4.7,4.7,0,41.45
1/7/2023 15:00,2023,1,7,15,4.4,4.4,0,37.42
1/7/2023 16:00,2023,1,7,16,10.8,10.8,0,39.74
1/7/2023 17:00,2023,1,7,17,8.4,8.4,0,34.69
1/7/2023 18:00,2023,1,7,18,9.2,9.2,0,33.5
1/7/2023 19:00,2023,1,7,19,8.4,8.4,0,33.1
1/7/2023 20:00,2023,1,7,20,4.8,4.8,0,33.77
1/7/2023 21:00,2023,1,7,21,6.7,6.7,0,31.68
1/7/2023 22:00,2023,1,7,22,4.8,4.8,0,34.1
1/7/2023 23:00,2023,1,7,23,6.5,6.5,0,49.1
1/8/2023 0:00,2023,1,7,24,7.6,7.6,0,52.33
1/8/2023 1:00,2023,1,8,1,3.8,3.8,0,45.49
1/8/2023 2:00,2023,1,8,2,10.8,10.8,0,48.73
1/8/2023 3:00,2023,1,8,3,25.9,25.9,0,41.65
1/8/2023 4:00,2023,1,8,4,23.5,23.5,0,40.36
1/8/2023 5:00,2023,1,8,5,11.2,11.2,0,36.35
1/8/2023 6:00,2023,1,8,6,6.8,6.8,0,31.59
1/8/2023 7:00,2023,1,8,7,7.2,7.2,0,32.74
1/8/2023 8:00,2023,1,8,8,17.8,17.8,0,33.93
1/8/2023 9:00,2023,1,8,9,15.2,15.2,0,32.64
1/8/2023 10:00,2023,1,8,10,2.7,2.7,0,34.97
1/8/2023 11:00,2023,1,8,11,0,0,0,31.51
1/8/2023 12:00,2023,1,8,12,0,0,0,36.5
1/8/2023 13:00,2023,1,8,13,17.9,17.9,0,40.71
1/8/2023 14:00,2023,1,8,14,46.4,46.4,0,34.17
1/8/2023 15:00,2023,1,8,15,53.8,53.8,0,29.67
1/8/2023 16:00,2023,1,8,16,36.5,36.5,0,35.32
1/8/2023 17:00,2023,1,8,17,71.2,71.2,0,30.63
1/8/2023 18:00,2023,1,8,18,60.1,60.1,0,33.93
1/8/2023 19:00,2023,1,8,19,42.1,42.1,0,37.21
1/8/2023 20:00,2023,1,8,20,26.7,26.7,0,41.82
1/8/2023 21:00,2023,1,8,21,0,0,0,35.56
1/8/2023 22:00,2023,1,8,22,0,0,0,38.69
1/8/2023 23:00,2023,1,8,23,0,0,0,53.16
1/9/2023 0:00,2023,1,8,24,0,0,0,42.3
1/9/2023 1:00,2023,1,9,1,2.2,2.2,0,43.4
1/9/2023 2:00,2023,1,9,2,3.8,3.8,0,42.49
1/9/2023 3:00,2023,1,9,3,0.8,0.8,0,32.46
1/9/2023 4:00,2023,1,9,4,11.7,11.7,0,35.11
1/9/2023 5:00,2023,1,9,5,37.5,37.5,0,33.03
1/9/2023 6:00,2023,1,9,6,46.8,46.8,0,29.82
1/9/2023 7:00,2023,1,9,7,22.3,20.3,2,26.44
1/9/2023 8:00,2023,1,9,8,12.5,10.5,2,23.44
1/9/2023 9:00,2023,1,9,9,16.7,14.7,2,25.29
1/9/2023 10:00,2023,1,9,10,16.2,14.2,2,27.13
1/9/2023 11:00,2023,1,9,11,13.8,13.8,0,31.62
1/9/2023 12:00,2023,1,9,12,10.3,10.3,0,61.18
1/9/2023 13:00,2023,1,9,13,2.6,2.6,0,73.98
1/9/2023 14:00,2023,1,9,14,0,0,0,45.16
1/9/2023 15:00,2023,1,9,15,0,0,0,36.93
1/9/2023 16:00,2023,1,9,16,0.7,0.7,0,33.76
1/9/2023 17:00,2023,1,9,17,4,4,0,33.37
1/9/2023 18:00,2023,1,9,18,3.3,3.3,0,37.63
1/9/2023 19:00,2023,1,9,19,0,0,0,30.45
1/9/2023 20:00,2023,1,9,20,0,0,0,29.19
1/9/2023 21:00,2023,1,9,21,0,0,0,35.85
1/9/2023 22:00,2023,1,9,22,0,0,0,35.44
1/9/2023 23:00,2023,1,9,23,0,0,0,99.68
1/10/2023 0:00,2023,1,9,24,0,0,0,38.02
1/10/2023 1:00,2023,1,10,1,0,0,0,39.58
1/10/2023 2:00,2023,1,10,2,0,0,0,36.75
1/10/2023 3:00,2023,1,10,3,0,0,0,30.42
1/10/2023 4:00,2023,1,10,4,0,0,0,31.1
1/10/2023 5:00,2023,1,10,5,0,0,0,33.77
1/10/2023 6:00,2023,1,10,6,0.5,0.5,0,38.83
1/10/2023 7:00,2023,1,10,7,14.3,14.3,0,38.8
1/10/2023 8:00,2023,1,10,8,29.6,29.6,0,38.28
1/10/2023 9:00,2023,1,10,9,49.3,49.3,0,30.82
1/10/2023 10:00,2023,1,10,10,72,72,0,39.25
1/10/2023 11:00,2023,1,10,11,37.4,37.4,0,34.16
1/10/2023 12:00,2023,1,10,12,45.4,45.4,0,133.95
1/10/2023 13:00,2023,1,10,13,46.9,46.9,0,650.03
1/10/2023 14:00,2023,1,10,14,63.7,63.7,0,70.28
1/10/2023 15:00,2023,1,10,15,63.6,63.6,0,49.8
1/10/2023 16:00,2023,1,10,16,61.2,61.2,0,76.51
1/10/2023 17:00,2023,1,10,17,48.8,48.8,0,65.38
1/10/2023 18:00,2023,1,10,18,41.2,41.2,0,48.08
1/10/2023 19:00,2023,1,10,19,24.7,24.7,0,42.35
1/10/2023 20:00,2023,1,10,20,36.6,36.6,0,41.06
1/10/2023 21:00,2023,1,10,21,17,17,0,43.01
1/10/2023 22:00,2023,1,10,22,2.4,2.4,0,46.93
1/10/2023 23:00,2023,1,10,23,0,0,0,60.87
1/11/2023 0:00,2023,1,10,24,0,0,0,64.56
1/11/2023 1:00,2023,1,11,1,0,0,0,65.33
1/11/2023 2:00,2023,1,11,2,0,0,0,63.57
1/11/2023 3:00,2023,1,11,3,0,0,0,55.9
1/11/2023 4:00,2023,1,11,4,0,0,0,45.66
1/11/2023 5:00,2023,1,11,5,0,0,0,57.48
1/11/2023 6:00,2023,1,11,6,0,0,0,40.3
1/11/2023 7:00,2023,1,11,7,0,0,0,41.29
1/11/2023 8:00,2023,1,11,8,0,0,0,48.08
1/11/2023 9:00,2023,1,11,9,0,0,0,40.6
1/11/2023 10:00,2023,1,11,10,0,0,0,43.53
1/11/2023 11:00,2023,1,11,11,0,0,0,34.85
1/11/2023 12:00,2023,1,11,12,0,0,0,40.35
1/11/2023 13:00,2023,1,11,13,0,0,0,45.93
1/11/2023 14:00,2023,1,11,14,2,2,0,39.06
1/11/2023 15:00,2023,1,11,15,8.5,8.5,0,42.64
1/11/2023 16:00,2023,1,11,16,12.8,12.8,0,41.01
1/11/2023 17:00,2023,1,11,17,16.9,16.9,0,38.87
1/11/2023 18:00,2023,1,11,18,29.1,29.1,0,43.17
1/11/2023 19:00,2023,1,11,19,16.3,16.3,0,47.78
1/11/2023 20:00,2023,1,11,20,9.3,9.3,0,40.76
1/11/2023 21:00,2023,1,11,21,15,15,0,33.67
1/11/2023 22:00,2023,1,11,22,7.1,7.1,0,42.22
1/11/2023 23:00,2023,1,11,23,11,11,0,57.52
1/12/2023 0:00,2023,1,11,24,3.8,3.8,0,35.9
1/12/2023 1:00,2023,1,12,1,0,0,0,36.62
1/12/2023 2:00,2023,1,12,2,0.1,0.1,0,33.73
1/12/2023 3:00,2023,1,12,3,0,0,0,35.17
1/12/2023 4:00,2023,1,12,4,0,0,0,29.44
1/12/2023 5:00,2023,1,12,5,0,0,0,29.64
1/12/2023 6:00,2023,1,12,6,0,0,0,29.86
1/12/2023 7:00,2023,1,12,7,0,0,0,30.97
1/12/2023 8:00,2023,1,12,8,0.2,0.2,0,28.79
1/12/2023 9:00,2023,1,12,9,2.5,0.5,2,27.1
1/12/2023 10:00,2023,1,12,10,0.2,0.2,0,28.41
1/12/2023 11:00,2023,1,12,11,0,0,0,31
1/12/2023 12:00,2023,1,12,12,0,0,0,29.86
1/12/2023 13:00,2023,1,12,13,0,0,0,40.14
1/12/2023 14:00,2023,1,12,14,0,0,0,31.07
1/12/2023 15:00,2023,1,12,15,1.5,1.5,0,32.18
1/12/2023 16:00,2023,1,12,16,1.4,1.4,0,30.53
1/12/2023 17:00,2023,1,12,17,4.3,4.3,0,31.59
1/12/2023 18:00,2023,1,12,18,9,9,0,35.52
1/12/2023 19:00,2023,1,12,19,9.5,9.5,0,31.2
1/12/2023 20:00,2023,1,12,20,3.4,3.4,0,29.38
1/12/2023 21:00,2023,1,12,21,1.1,1.1,0,29.84
1/12/2023 22:00,2023,1,12,22,0,0,0,32.5
1/12/2023 23:00,2023,1,12,23,1.7,1.7,0,35.61
1/13/2023 0:00,2023,1,12,24,3.4,3.4,0,37.82
1/13/2023 1:00,2023,1,13,1,0.7,0.7,0,38.01
1/13/2023 2:00,2023,1,13,2,1,1,0,34.59
1/13/2023 3:00,2023,1,13,3,1.9,1.9,0,34.42
1/13/2023 4:00,2023,1,13,4,0,0,0,30.24
1/13/2023 5:00,2023,1,13,5,2.1,0.1,2,26.03
1/13/2023 6:00,2023,1,13,6,5.9,3.9,2,27.77
1/13/2023 7:00,2023,1,13,7,4.2,2.2,2,26
1/13/2023 8:00,2023,1,13,8,2,0,2,24.81
1/13/2023 9:00,2023,1,13,9,10.7,8.7,2,23.98
1/13/2023 10:00,2023,1,13,10,8.6,6.6,2,24.55
1/13/2023 11:00,2023,1,13,11,11,9,2,26.47
1/13/2023 12:00,2023,1,13,12,6.6,6.6,0,64.56
1/13/2023 13:00,2023,1,13,13,1.7,1.7,0,63.46
1/13/2023 14:00,2023,1,13,14,1.7,1.7,0,42.1
1/13/2023 15:00,2023,1,13,15,0,0,0,45.52
1/13/2023 16:00,2023,1,13,16,0,0,0,46.14
1/13/2023 17:00,2023,1,13,17,4.9,4.9,0,62.13
1/13/2023 18:00,2023,1,13,18,15.5,15.5,0,53.42
1/13/2023 19:00,2023,1,13,19,16.2,16.2,0,45.52
1/13/2023 20:00,2023,1,13,20,34.9,34.9,0,51.65
1/13/2023 21:00,2023,1,13,21,33.4,33.4,0,60.76
1/13/2023 22:00,2023,1,13,22,22.4,22.4,0,61.34
1/13/2023 23:00,2023,1,13,23,10.3,10.3,0,44.04
1/14/2023 0:00,2023,1,13,24,8.8,8.8,0,59.97
1/14/2023 1:00,2023,1,14,1,10.1,10.1,0,51.11
1/14/2023 2:00,2023,1,14,2,14.3,14.3,0,47.49
1/14/2023 3:00,2023,1,14,3,16.5,16.5,0,51.72
1/14/2023 4:00,2023,1,14,4,15.1,15.1,0,45.36
1/14/2023 5:00,2023,1,14,5,8.6,8.6,0,50.32
1/14/2023 6:00,2023,1,14,6,0.2,0.2,0,38.7
1/14/2023 7:00,2023,1,14,7,0,0,0,33.74
1/14/2023 8:00,2023,1,14,8,0,0,0,31.59
1/14/2023 9:00,2023,1,14,9,0,0,0,40.13
1/14/2023 10:00,2023,1,14,10,3.4,3.4,0,34.21
1/14/2023 11:00,2023,1,14,11,6.6,6.6,0,37.64
1/14/2023 12:00,2023,1,14,12,8.2,8.2,0,35.05
1/14/2023 13:00,2023,1,14,13,17.5,17.5,0,45.09
1/14/2023 14:00,2023,1,14,14,21.9,21.9,0,97.66
1/14/2023 15:00,2023,1,14,15,11.1,11.1,0,122.49
1/14/2023 16:00,2023,1,14,16,13.2,13.2,0,80.37
1/14/2023 17:00,2023,1,14,17,27.8,27.8,0,74.77
1/14/2023 18:00,2023,1,14,18,19.2,19.2,0,98.92
1/14/2023 19:00,2023,1,14,19,8.6,8.6,0,57.26
1/14/2023 20:00,2023,1,14,20,9.4,9.4,0,52.83
1/14/2023 21:00,2023,1,14,21,16.6,16.6,0,42.95
1/14/2023 22:00,2023,1,14,22,6.7,6.7,0,39.95
1/14/2023 23:00,2023,1,14,23,0,0,0,61.45
1/15/2023 0:00,2023,1,14,24,0,0,0,65.82
1/15/2023 1:00,2023,1,15,1,0,0,0,53.24
1/15/2023 2:00,2023,1,15,2,0,0,0,61.53
1/15/2023 3:00,2023,1,15,3,0,0,0,50.94
1/15/2023 4:00,2023,1,15,4,0,0,0,66.32
1/15/2023 5:00,2023,1,15,5,0.3,0.3,0,91.86
1/15/2023 6:00,2023,1,15,6,0.9,0.9,0,64.16
1/15/2023 7:00,2023,1,15,7,0,0,0,73.45
1/15/2023 8:00,2023,1,15,8,33.3,33.3,0,74.08
1/15/2023 9:00,2023,1,15,9,46.5,46.5,0,55.12
1/15/2023 10:00,2023,1,15,10,8.5,8.5,0,42.55
1/15/2023 11:00,2023,1,15,11,16.2,16.2,0,37.94
1/15/2023 12:00,2023,1,15,12,30.5,30.5,0,48.74
1/15/2023 13:00,2023,1,15,13,19.8,19.8,0,50.04
1/15/2023 14:00,2023,1,15,14,16,16,0,45.15
1/15/2023 15:00,2023,1,15,15,20.5,20.5,0,35.47
1/15/2023 16:00,2023,1,15,16,51.4,51.4,0,30.77
1/15/2023 17:00,2023,1,15,17,55.6,55.6,0,29.27
1/15/2023 18:00,2023,1,15,18,63.6,63.6,0,33.82
1/15/2023 19:00,2023,1,15,19,64.1,64.1,0,28.46
1/15/2023 20:00,2023,1,15,20,64.4,64.4,0,29.24
1/15/2023 21:00,2023,1,15,21,94.2,94.2,0,33.28
1/15/2023 22:00,2023,1,15,22,94.7,94.7,0,31.95
1/15/2023 23:00,2023,1,15,23,75,75,0,54.94
1/16/2023 0:00,2023,1,15,24,59.8,59.8,0,52.45
1/16/2023 1:00,2023,1,16,1,95.4,95.4,0,79.28
1/16/2023 2:00,2023,1,16,2,93.6,93.6,0,57.41
1/16/2023 3:00,2023,1,16,3,66.6,66.6,0,63.35
1/16/2023 4:00,2023,1,16,4,78.3,78.3,0,55.74
1/16/2023 5:00,2023,1,16,5,42.2,42.2,0,55.68
1/16/2023 6:00,2023,1,16,6,20.2,20.2,0,47.95
1/16/2023 7:00,2023,1,16,7,26.6,26.6,0,36.46
1/16/2023 8:00,2023,1,16,8,24.4,24.4,0,41.22
1/16/2023 9:00,2023,1,16,9,39.6,39.6,0,42.22
1/16/2023 10:00,2023,1,16,10,31.5,31.5,0,43.48
1/16/2023 11:00,2023,1,16,11,19.5,19.5,0,50.93
1/16/2023 12:00,2023,1,16,12,24,24,0,45.67
1/16/2023 13:00,2023,1,16,13,21.9,21.9,0,76.33
1/16/2023 14:00,2023,1,16,14,17.2,17.2,0,50.91
1/16/2023 15:00,2023,1,16,15,12.3,12.3,0,45.55
1/16/2023 16:00,2023,1,16,16,17,17,0,76.54
1/16/2023 17:00,2023,1,16,17,25.4,25.4,0,37.57
1/16/2023 18:00,2023,1,16,18,30.4,30.4,0,37.27
1/16/2023 19:00,2023,1,16,19,18,18,0,38.62
1/16/2023 20:00,2023,1,16,20,24,24,0,40.22
1/16/2023 21:00,2023,1,16,21,23.4,23.4,0,38.39
1/16/2023 22:00,2023,1,16,22,18.4,18.4,0,38.76
1/16/2023 23:00,2023,1,16,23,10.5,10.5,0,53.64
1/17/2023 0:00,2023,1,16,24,16.4,16.4,0,49.81
1/17/2023 1:00,2023,1,17,1,16,16,0,49.4
1/17/2023 2:00,2023,1,17,2,58.1,58.1,0,39.85
1/17/2023 3:00,2023,1,17,3,71.6,71.6,0,37.96
1/17/2023 4:00,2023,1,17,4,79.3,79.3,0,40.43
1/17/2023 5:00,2023,1,17,5,63.3,63.3,0,35.46
1/17/2023 6:00,2023,1,17,6,50.6,50.6,0,31.59
1/17/2023 7:00,2023,1,17,7,33.2,33.2,0,33.48
1/17/2023 8:00,2023,1,17,8,30.5,30.5,0,33.37
1/17/2023 9:00,2023,1,17,9,36,36,0,30.97
1/17/2023 10:00,2023,1,17,10,41,39,2,26.71
1/17/2023 11:00,2023,1,17,11,37.2,35.2,2,26.58
1/17/2023 12:00,2023,1,17,12,16.5,16.5,0,35.91
1/17/2023 13:00,2023,1,17,13,15,15,0,42.55
1/17/2023 14:00,2023,1,17,14,6.2,6.2,0,37.14
1/17/2023 15:00,2023,1,17,15,2.8,2.8,0,43.46
1/17/2023 16:00,2023,1,17,16,28.3,28.3,0,37.4
1/17/2023 17:00,2023,1,17,17,30.8,30.8,0,52.82
1/17/2023 18:00,2023,1,17,18,40.6,40.6,0,37.49
1/17/2023 19:00,2023,1,17,19,35.1,35.1,0,34
1/17/2023 20:00,2023,1,17,20,39.2,39.2,0,32.24
1/17/2023 21:00,2023,1,17,21,20.8,20.8,0,32.46
1/17/2023 22:00,2023,1,17,22,12.9,12.9,0,27.8
1/17/2023 23:00,2023,1,17,23,7.8,7.8,0,32.65
1/18/2023 0:00,2023,1,17,24,12.2,12.2,0,45.09
1/18/2023 1:00,2023,1,18,1,3.5,3.5,0,33.6
1/18/2023 2:00,2023,1,18,2,0,0,0,30.88
1/18/2023 3:00,2023,1,18,3,0.7,0.7,0,30.9
1/18/2023 4:00,2023,1,18,4,0,0,0,32.91
1/18/2023 5:00,2023,1,18,5,2,0,2,27.24
1/18/2023 6:00,2023,1,18,6,0,0,0,30.49
1/18/2023 7:00,2023,1,18,7,8.4,8.4,0,28.42
1/18/2023 8:00,2023,1,18,8,16.2,14.2,2,26.14
1/18/2023 9:00,2023,1,18,9,13.6,13.6,0,30.24
1/18/2023 10:00,2023,1,18,10,9.5,9.5,0,37.45
1/18/2023 11:00,2023,1,18,11,6.2,6.2,0,30.84
1/18/2023 12:00,2023,1,18,12,4.9,4.9,0,33.81
1/18/2023 13:00,2023,1,18,13,2.3,2.3,0,37.44
1/18/2023 14:00,2023,1,18,14,0,0,0,32.64
1/18/2023 15:00,2023,1,18,15,24.3,24.3,0,33.06
1/18/2023 16:00,2023,1,18,16,37.7,35.7,2,27.27
1/18/2023 17:00,2023,1,18,17,60.5,60.5,0,32.24
1/18/2023 18:00,2023,1,18,18,97.7,97.7,0,30.77
